url,favs_lognorm
https://habrahabr.ru/post/314080/,0.3875994062627011
https://habrahabr.ru/company/plesk/blog/313732/,-0.5698809276992637
https://habrahabr.ru/company/etagi/blog/314000/,0.7011118377523893
https://habrahabr.ru/company/knopka/blog/314030/,0.49531158164032857
https://geektimes.ru/company/audiomania/blog/282058/,1.0755067347860865
https://habrahabr.ru/company/pechkin/blog/314066/,0.6834745029860831
https://habrahabr.ru/company/first/blog/314106/,0.46929540194768987
https://habrahabr.ru/company/vasexperts/blog/313558/,0.2507298749581227
https://habrahabr.ru/post/314108/,1.8628662542839909
https://habrahabr.ru/company/cbs/blog/313830/,-0.018503487520692675
https://habrahabr.ru/company/jugru/blog/313908/,-0.009513309803876852
https://habrahabr.ru/post/314110/,0.3892140698777038
https://habrahabr.ru/company/pt/blog/314112/,0.022956129573538046
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.05912056689950827
https://habrahabr.ru/post/314114/,0.7471328965635291
https://habrahabr.ru/post/314118/,0.968258683133573
https://habrahabr.ru/post/314122/,0.5465913027582116
https://geektimes.ru/company/dadget/blog/281786/,0.05989858788499129
https://habrahabr.ru/company/kickidler/blog/314042/,0.014902856468879455
https://habrahabr.ru/company/it-grad/blog/312042/,-0.28357512790881545
https://habrahabr.ru/company/1cloud/blog/314022/,0.18740060443329198
https://habrahabr.ru/post/314126/,-0.8184234907001123
https://habrahabr.ru/post/313966/,0.2923389164108216
https://habrahabr.ru/company/piter/blog/314120/,0.458237466117215
https://geektimes.ru/post/282094/,0.23825416848564207
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.2340830639934236
https://habrahabr.ru/company/ru_mts/blog/314134/,0.2900527682872138
https://habrahabr.ru/post/314028/,0.616236253368892
https://habrahabr.ru/post/314136/,0.13238274231675912
https://habrahabr.ru/post/313904/,0.6187551100324722
https://habrahabr.ru/post/314140/,0.5450300894717968
https://habrahabr.ru/company/acronis/blog/309688/,-0.13888419476686653
https://geektimes.ru/post/282096/,-0.49149067401843044
https://habrahabr.ru/post/314142/,0.009256947292973106
https://habrahabr.ru/company/ivideon/blog/314138/,0.4464618722606188
https://geektimes.ru/post/282104/,0.23833406885481231
https://geektimes.ru/post/282102/,-0.1719891294555241
https://geektimes.ru/post/282016/,0.20181763103796863
https://geektimes.ru/company/piter/blog/282106/,0.22873240387103555
https://habrahabr.ru/post/314150/,0.2389478712652629
https://habrahabr.ru/company/mailru/blog/313880/,1.2031975442166427
https://geektimes.ru/company/comfortway/blog/282108/,-0.11855725997490457
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.1039791112007363
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.2789263037741001
https://habrahabr.ru/company/npl/blog/314160/,0.09861024613796382
https://habrahabr.ru/company/edison/blog/314094/,-0.19207519932504843
https://geektimes.ru/post/282112/,-0.45326047704678124
https://habrahabr.ru/company/ruvds/blog/314166/,0.38771111911166983
https://geektimes.ru/company/gearbest/blog/282114/,0.08350893259657463
https://habrahabr.ru/post/314172/,0.5824808584925418
https://geektimes.ru/post/282116/,0.4379727440139163
https://geektimes.ru/company/intel/blog/282026/,0.15561453579586118
https://habrahabr.ru/post/313776/,1.4904449774556865
https://habrahabr.ru/post/314174/,0.7474036479532109
https://geektimes.ru/post/282118/,0.7710030943759726
https://geektimes.ru/post/282122/,0.5909678923204493
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.11676524443073866
https://habrahabr.ru/post/314180/,0.5170843196031405
https://geektimes.ru/post/282446/,0.1781856763987952
https://habrahabr.ru/post/314184/,1.0170894449869858
https://habrahabr.ru/post/313954/,-1.0128629782862453
https://habrahabr.ru/post/314186/,0.8714909916929213
https://geektimes.ru/post/282124/,-0.6860788233419398
https://habrahabr.ru/post/314190/,-0.8558048407416212
https://geektimes.ru/company/madrobots/blog/282126/,0.6467963075455152
https://habrahabr.ru/post/314188/,-0.09649935455278069
https://geektimes.ru/post/282128/,0.47146442987438897
https://habrahabr.ru/post/314194/,0.5140931786098877
https://geektimes.ru/post/282132/,-0.9040867961475831
https://habrahabr.ru/post/314208/,0.07752798605401726
https://habrahabr.ru/post/312352/,0.11460236677594096
https://habrahabr.ru/post/314202/,0.258251406701084
https://habrahabr.ru/post/314210/,1.3673601936952136
https://geektimes.ru/post/282130/,0.35267093810548433
https://habrahabr.ru/company/centosadmin/blog/314212/,0.06262681166509108
